% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=286110, Fri Apr 17 23:17:41 2020
1 8 -0.10323614379925163 -0.10323614379925164 0 0 1 1
2 16 -0.15001315745656715 -0.15001315745656715 0 0 1 1
3 24 -0.1149630396489743 -0.1149630396489743 0 0 1 1
4 32 -0.43076036155551145 -0.4307603615555115 0 0 1 1
5 40 -0.4254498228947051 -0.42544982289470507 0 0 1 1
6 48 -0.17050670953350872 -0.17050670953350872 0 0 1 1
7 56 0 0 0.02760311407173939 0.027603114071739394 1 1
8 64 0 0 0.3434256049838142 0.3434256049838142 1 1
9 72 0 0 0.23258253669321818 0.23258253669321818 1 1
10 80 0 0 0.28255183622356733 0.28255183622356733 1 1
11 88 0 0 0.0522746166558539 0.0522746166558539 1 1
12 96 0 0 0.02034546200347242 0.02034546200347242 1 1
13 104 -0.2255025168929165 -0.22550251689291648 0 0 1 1
14 112 -0.1593850599415673 -0.1593850599415673 0 0 1 1
15 120 -0.2696223885895089 -0.2696223885895089 0 0 1 1
16 128 0 0 0.09778213083324686 0.09778213083324684 1 1
17 136 0 0 0.2244784126409012 0.22447841264090124 1 1
18 144 0 0 0.08460627300544867 0.08460627300544867 1 1
19 152 0 0 0.04819816753818614 0.04819816753818614 1 1
20 160 0 0 0.055545690700758724 0.055545690700758724 1 1
21 168 -0.2193217850069501 -0.2193217850069501 0 0 1 1
22 176 -0.1696981489607472 -0.1696981489607472 0 0 1 1
23 184 -0.005703302390982978 -0.005703302390982978 0 0 1 1
24 192 -0.23207712728200233 -0.2320771272820023 0 0 1 1
25 200 -0.06262183711303106 -0.06262183711303106 0 0 1 1
26 208 -0.3992169324179632 -0.3992169324179632 0 0 1 1
27 216 -0.4680028293971111 -0.4680028293971111 0 0 1 1
28 224 -0.15198962947123612 -0.15198962947123612 0 0 1 1
29 232 -0.03858974433379351 -0.03858974433379351 0 0 1 1
30 240 -0.06690356585689 -0.06690356585689 0 0 1 1
31 248 -0.13624198073066046 -0.13624198073066046 0 0 1 1
